taxID	Arch_point_1	Arch_point_2	Black_seabass_reef_1	Black_seabass_reef_2	Cat_canyon_1	Cat_canyon_2	Cavern_point	Chicksaw	Cluster_point	Devils_peak_member	field_blank_1	field_blank_2	field_blank_3	field_blank_4	field_blank_5	field_blank_6	Frys_harbor	Graveyard_canyon_1	Graveyard_canyon2	Gull_Island_south_1	Gull_Island_south_2	Hare_rock	Johnsons_lee_north	Johnsons_lee_south	Landing_Cove	Light_house	Miracle_mile	PCR_blank_1	PCR_blank_2	Pedro_reef	Pelican_bay	pos_control_1	pos_control_2	Scorpion_anchorage	Southeast_sea_lion	South_point	Trancion_canyon	Webster_arch	Wychoff_ledge	Yellowbanks	taxonomy
Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola dumerili	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Seriola;s__Seriola dumerili
Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi	4	586	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	2	p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Seriola;s__Seriola lalandi
Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola quinqueradiata	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Seriola;s__Seriola quinqueradiata
Chordata;Actinopteri;Carangiformes;Carangidae;Seriolina;Seriolina nigrofasciata	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Seriolina;s__Seriolina nigrofasciata
Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus	0	0	3494	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3783	0	0	0	0	46	3	0	1	0	0	0	1	3243	0	0	822	0	0	0	2831	260	4122	p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Trachurus;s__Trachurus symmetricus
Chordata;Actinopteri;Carangiformes;Carangidae;Uraspis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Uraspis;s__
Chordata;Actinopteri;Carangiformes;Echeneidae;Echeneis;Echeneis naucrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Carangiformes;f__Echeneidae;g__Echeneis;s__Echeneis naucrates
Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Ambloplites;Ambloplites ariommus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Ambloplites;s__Ambloplites ariommus
Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Micropterus;s__
Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus dolomieu	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Micropterus;s__Micropterus dolomieu
Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Micropterus;s__Micropterus salmoides
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys falco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Cirrhitichthys;s__Cirrhitichthys falco
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitops;Cirrhitops hubbardi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Cirrhitops;s__Cirrhitops hubbardi
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitus;Cirrhitus pinnulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4144	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Cirrhitus;s__Cirrhitus pinnulatus
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__NA;s__
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Paracirrhites;Paracirrhites arcatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Paracirrhites;s__Paracirrhites arcatus
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Paracirrhites;Paracirrhites forsteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Paracirrhites;s__Paracirrhites forsteri
Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Paracirrhites;Paracirrhites hemistictus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Paracirrhites;s__Paracirrhites hemistictus
Chordata;Actinopteri;Centrarchiformes;Kuhliidae;Kuhlia;Kuhlia mugil	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	4	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kuhliidae;g__Kuhlia;s__Kuhlia mugil
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;	1	5	0	0	141	0	5	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Girella;s__
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Girella;s__Girella nigricans
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens	13549	43694	2502	0	3801	7	27399	1666	0	0	0	0	0	0	0	1	4045	8657	16728	3923	1028	1	1	1255	2771	5194	0	0	0	51	9945	0	0	24088	17	26	282	3142	2	15719	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Girella;s__Girella simplicidens
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Graus;Graus nigra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Graus;s__Graus nigra
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__Kyphosus pacificus
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__Kyphosus vaigiensis
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis	10256	6692	4212	15350	5181	10	5223	5	11	1	0	0	0	0	0	0	4289	20806	11169	285	8	0	5	2354	1152	5174	0	0	1	230548	16550	0	0	30	41	0	23	5425	6414	295	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Medialuna;s__Medialuna californiensis
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Microcanthus;s__Microcanthus strigatus
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;NA;	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__NA;s__
Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Neoscorpis;Neoscorpis lithophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Neoscorpis;s__Neoscorpis lithophilus
Chordata;Actinopteri;Centrarchiformes;NA;;	2	1	2	6	0	4	0	0	0	1	0	0	0	0	0	0	3	3	5	1	1	0	1	0	0	1	0	0	0	1	13	0	0	7	1	0	0	0	0	8	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__NA;g__;s__
Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi	13	1	11	38	10	10	4	0	0	8	0	0	1	0	0	0	22	27	21	2	5	0	9	5	9	8	0	0	0	2	24	0	0	68	2	0	3	1	0	27	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Oplegnathidae;g__Oplegnathus;s__Oplegnathus woodwardi
Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Gadopsis;Gadopsis marmoratus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Percichthyidae;g__Gadopsis;s__Gadopsis marmoratus
Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Coreoperca;Coreoperca loona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Coreoperca;s__Coreoperca loona
Chordata;Actinopteri;Centrarchiformes;Sinipercidae;NA;	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__NA;s__
Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__
Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca chuatsi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__Siniperca chuatsi
Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca undulata	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__Siniperca undulata
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon auriga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon auriga
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon baronessa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon baronessa
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon ephippium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon ephippium
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon quadrimaculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon quadrimaculatus
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon rainfordi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon rainfordi
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon reticulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon reticulatus
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon ulietensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon ulietensis
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon unimaculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon unimaculatus
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Forcipiger;Forcipiger flavissimus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Forcipiger;s__Forcipiger flavissimus
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Heniochus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Heniochus;s__
Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Heniochus;Heniochus chrysostomus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Heniochus;s__Heniochus chrysostomus
Chordata;Actinopteri;Characiformes;Characidae;Tucanoichthys;Tucanoichthys tucano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Characiformes;f__Characidae;g__Tucanoichthys;s__Tucanoichthys tucano
Chordata;Actinopteri;Cichliformes;Cichlidae;Coptodon;Coptodon zillii	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Coptodon;s__Coptodon zillii
Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus suratensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Etroplus;s__Etroplus suratensis
Chordata;Actinopteri;Cichliformes;Cichlidae;Geophagus;Geophagus brasiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Geophagus;s__Geophagus brasiliensis
Chordata;Actinopteri;Cichliformes;Cichlidae;Laetacara;Laetacara curviceps	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Laetacara;s__Laetacara curviceps
Chordata;Actinopteri;Cichliformes;Cichlidae;NA;	0	0	0	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__NA;s__
Chordata;Actinopteri;Cichliformes;Cichlidae;Oreochromis;	0	1	0	0	0	1	0	195	0	0	0	0	0	0	0	0	0	0	1	0	1	0	78	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	1	0	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Oreochromis;s__
Chordata;Actinopteri;Cichliformes;Cichlidae;Oreochromis;Oreochromis niloticus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Oreochromis;s__Oreochromis niloticus
Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinella;Sardinella melanura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Sardinella;s__Sardinella melanura
Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Sardinops;s__
Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops melanostictus	0	3	1216	2172	0	1	5	4058	0	3	0	0	0	0	1	1	13953	2	2	804	858	2824	3963	23	0	2	0	0	1	152	5970	0	0	1814	4	85	10	0	4	24307	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Sardinops;s__Sardinops melanostictus
Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	33	0	0	0	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Sardinops;s__Sardinops sagax
Chordata;Actinopteri;Clupeiformes;Clupeidae;Spratelloides;Spratelloides delicatulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Spratelloides;s__Spratelloides delicatulus
Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoa;Anchoa mitchilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Anchoa;s__Anchoa mitchilli
Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Encrasicholina;s__Encrasicholina punctifer
Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Engraulis;s__Engraulis japonicus
Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	38	2	15109	194	5448	41781	1562	911	0	319	0	0	0	0	0	0	27539	14938	2384	1844	0	314	186	14	0	869	0	0	0	26	1426	0	0	4177	16782	2222	1931	4540	0	4822	p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Engraulis;s__Engraulis mordax
Chordata;Actinopteri;Cyprinodontiformes;Cyprinodontidae;Cyprinodon;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Cyprinodontidae;g__Cyprinodon;s__
Chordata;Actinopteri;Cyprinodontiformes;Cyprinodontidae;Cyprinodon;Cyprinodon tularosa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Cyprinodontidae;g__Cyprinodon;s__Cyprinodon tularosa
Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus heteroclitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Fundulidae;g__Fundulus;s__Fundulus heteroclitus
Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Xiphophorus;Xiphophorus hellerii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Poeciliidae;g__Xiphophorus;s__Xiphophorus hellerii
Chordata;Actinopteri;Ephippiformes;Ephippidae;Chaetodipterus;Chaetodipterus faber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	p__Chordata;c__Actinopteri;o__Ephippiformes;f__Ephippidae;g__Chaetodipterus;s__Chaetodipterus faber
Chordata;Actinopteri;Ephippiformes;Ephippidae;Platax;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ephippiformes;f__Ephippidae;g__Platax;s__
Chordata;Actinopteri;Ephippiformes;Ephippidae;Platax;Platax orbicularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ephippiformes;f__Ephippidae;g__Platax;s__Platax orbicularis
Chordata;Actinopteri;Ephippiformes;Ephippidae;Platax;Platax teira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ephippiformes;f__Ephippidae;g__Platax;s__Platax teira
Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Gadiformes;f__Merlucciidae;g__Merluccius;s__Merluccius merluccius
